case_id,design_id,M1,mach_control_mode,Re,inlet_total_temperature_K,inlet_total_pressure_Pa,inlet_static_temperature_K,tsrat,stream_rotrel,inlet_angle_mode,polar_center_mode,polar_center_beta_deg,outlet_constraint_released,status,has_characteristic,run_result
r7_span010_p110_M0p2,r7_span010_p110,0.2,fixed,535705.430738866,630.868580311,1146933.05396,625.8616868164683,0.174362780828,-0.07243827551,sweep,geometry_zero_incidence,67.72590545680687,,convergence_partial+convergence_partial,true,/Users/jiaxinkai/codexk/lossModel/data_sampling/results/rotor25_128x4_global/aero/r7_span010_p110/M0p2000/run_result.json
